time_Box1	CH4_Box1
5/30/15 7:38	19.179995
5/30/15 7:43	19.166442
5/30/15 7:48	19.155072
5/30/15 7:53	19.13348
5/30/15 7:58	19.118205
5/30/15 8:03	19.104537
5/30/15 8:08	19.097072
5/30/15 8:13	19.084323
5/30/15 8:18	19.070541
5/30/15 8:23	19.055381
5/30/15 8:28	19.04091
5/30/15 8:33	19.03712
5/30/15 8:38	19.031607
5/30/15 8:43	19.004502
5/30/15 8:48	18.989456
5/30/15 8:53	18.976823
5/30/15 8:58	18.969472
5/30/15 9:03	18.95546
5/30/15 9:08	18.923646
